Date,Close/Last,Volume,Open,High,Low
1434067200,$31.7925,147305040,$32.0463,$32.0825,$31.7775
1434326400,$31.73,175587840,$31.525,$31.81,$31.4275
1434412800,$31.90,125774600,$31.7575,$31.9625,$31.5925
1434499200,$31.825,131435600,$31.93,$31.97,$31.685
1434585600,$31.97,141455960,$31.8075,$32.0775,$31.805
1434672000,$31.65,217446120,$31.9275,$31.955,$31.60
1434931200,$31.9025,135904720,$31.8725,$32.015,$31.77
1435017600,$31.7575,120768560,$31.87,$31.9025,$31.7198
1435104000,$32.0275,220310080,$31.8025,$32.45,$31.78
1435190400,$31.875,127489560,$32.215,$32.30,$31.875
1435276800,$31.6875,175945160,$31.9175,$31.9975,$31.6275
1435536000,$31.1325,196173640,$31.365,$31.6175,$31.12
1435622400,$31.3562,177304200,$31.3925,$31.53,$31.215
1435708800,$31.65,120827560,$31.725,$31.735,$31.4975
1435795200,$31.61,108684720,$31.6075,$31.6725,$31.4425
1436140800,$31.50,111891800,$31.235,$31.5575,$31.2125
1436227200,$31.4225,186948360,$31.4725,$31.5375,$30.9425
1436313600,$30.6425,242439320,$31.12,$31.16,$30.635
1436400000,$30.0175,313166040,$30.9625,$31.015,$29.805
1436486400,$30.82,245171200,$30.485,$30.9625,$30.3025
1436745600,$31.415,165462400,$31.2575,$31.4387,$31.08
1436832000,$31.4025,126783480,$31.51,$31.5925,$31.26
1436918400,$31.705,134239080,$31.43,$31.7875,$31.395
1437004800,$32.1275,143950520,$31.935,$32.1425,$31.8375
1437091200,$32.405,183881880,$32.27,$32.405,$32.0775
1437350400,$33.0175,220819680,$32.7425,$33.2425,$32.675
1437436800,$32.6875,292027120,$33.2125,$33.23,$32.58
1437523200,$31.305,461153600,$30.4975,$31.375,$30.4975
1437609600,$31.29,203331800,$31.55,$31.7725,$31.265
1437696000,$31.125,168361280,$31.33,$31.435,$30.975
1437955200,$30.6925,177486320,$30.7725,$30.9025,$30.53
1438041600,$30.845,134281520,$30.845,$30.9775,$30.6375
1438128000,$30.7475,147648160,$30.7875,$30.875,$30.5675
1438214400,$30.5925,133603800,$30.58,$30.6425,$30.4275
1438300800,$30.325,171331560,$30.65,$30.6606,$30.2275
1438560000,$29.61,278559600,$30.375,$30.6425,$29.38
1438646400,$28.66,494407600,$29.355,$29.425,$28.3125
1438732800,$28.85,396809600,$28.2375,$29.36,$28.025
1438819200,$28.7825,211315560,$28.9925,$29.125,$28.5287
1438905600,$28.88,154440480,$28.645,$29.0625,$28.625
1439164800,$29.93,219404040,$29.1325,$29.9975,$29.1325
1439251200,$28.3725,387282680,$29.4525,$29.545,$28.3325
1439337600,$28.81,406373600,$28.1325,$28.855,$27.4075
1439424000,$28.7875,193630560,$29.01,$29.10,$28.635
1439510400,$28.99,171505480,$28.58,$29.0775,$28.5025
1439769600,$29.29,163309040,$29.01,$29.4125,$28.875
1439856000,$29.125,138102520,$29.1075,$29.36,$29.0025
1439942400,$28.7525,192317320,$29.025,$29.13,$28.67
1440028800,$28.1625,272707760,$28.52,$28.5875,$27.9075
1440115200,$26.44,508986400,$27.6075,$27.975,$26.4112
1440374400,$25.78,647530000,$23.7175,$27.20,$23.00
1440460800,$25.935,410926800,$27.7775,$27.7775,$25.875
1440547200,$27.4225,386127560,$26.7712,$27.4725,$26.2625
1440633600,$28.23,335300880,$28.0575,$28.31,$27.505
1440720000,$28.3225,212303840,$28.0425,$28.3275,$27.885
1440979200,$28.19,224446360,$28.0075,$28.6325,$28.00
1441065600,$26.93,306248680,$27.5375,$27.97,$26.84
1441152000,$28.085,246725000,$27.5575,$28.085,$27.2828
1441238400,$27.5925,212570360,$28.1225,$28.195,$27.51
1441324800,$27.3175,199617840,$27.2425,$27.6125,$27.1275
1441670400,$28.0775,218029200,$27.9125,$28.14,$27.58
1441756800,$27.5375,339031120,$28.44,$28.505,$27.4425
1441843200,$28.1425,251203080,$27.5675,$28.3206,$27.475
1441929600,$28.5525,199175000,$27.9475,$28.5525,$27.94
1442188800,$28.8275,233118280,$29.145,$29.2225,$28.715
1442275200,$29.07,172873400,$28.9825,$29.1325,$28.605
1442361600,$29.1025,148322880,$29.0625,$29.135,$28.86
1442448000,$28.48,254849360,$28.915,$29.1225,$28.4288
1442534400,$28.3625,295964000,$28.0525,$28.575,$27.9675
1442793600,$28.8025,186376880,$28.4175,$28.8425,$28.415
1442880000,$28.35,201112120,$28.345,$28.545,$28.13
1442966400,$28.58,142713440,$28.4075,$28.68,$28.325
1443052800,$28.75,200246320,$28.3125,$28.875,$28.0925
1443139200,$28.6775,224022200,$29.11,$29.1725,$28.505
1443398400,$28.11,207447960,$28.4625,$28.6425,$28.11
1443484800,$27.265,292921120,$28.2075,$28.3775,$26.965
1443571200,$27.575,265203720,$27.5425,$27.885,$27.1825
1443657600,$27.395,255397880,$27.2675,$27.405,$26.8275
1443744000,$27.595,231099760,$27.0025,$27.7534,$26.8875
1444003200,$27.695,208132400,$27.47,$27.8424,$27.2675
1444089600,$27.8275,194808800,$27.6575,$27.935,$27.4413
1444176000,$27.695,186871080,$27.935,$27.9425,$27.3525
1444262400,$27.375,246989040,$27.5475,$27.5475,$27.0525
1444348800,$28.03,210882480,$27.50,$28.07,$27.3725
1444608000,$27.90,121547320,$28.1825,$28.1875,$27.86
1444694400,$27.9475,131883160,$27.705,$28.1125,$27.67
1444780800,$27.5525,177736880,$27.8225,$27.88,$27.39
1444867200,$27.965,150488800,$27.7325,$28.025,$27.6225
1444953600,$27.76,155179720,$27.945,$28.00,$27.6325
1445212800,$27.9325,118895000,$27.70,$27.9375,$27.5275
1445299200,$28.4425,195716800,$27.835,$28.5425,$27.705
1445385600,$28.44,169107520,$28.50,$28.895,$28.425
1445472000,$28.875,165722640,$28.5825,$28.875,$28.525
1445558400,$29.77,237006960,$29.175,$29.807,$29.0825
1445817600,$28.82,264559080,$29.52,$29.5325,$28.73
1445904000,$28.6375,270693800,$28.85,$29.135,$28.4975
1445990400,$29.8175,341744840,$29.2325,$29.825,$29.015
1446076800,$30.1325,204424400,$29.675,$30.1725,$29.5675
1446163200,$29.875,197220880,$30.2475,$30.305,$29.8625
1446422400,$30.295,128611480,$29.9675,$30.34,$29.9025
1446508800,$30.6425,181917040,$30.1975,$30.8725,$30.175
1446595200,$30.50,179316240,$30.7825,$30.955,$30.405
1446681600,$30.23,157933600,$30.4625,$30.6725,$30.045
1446768000,$30.265,132036440,$30.2775,$30.4525,$30.155
1447027200,$30.1425,135317160,$30.24,$30.4525,$30.0125
1447113600,$29.1925,236117600,$29.225,$29.5175,$29.0153
1447200000,$29.0275,180717600,$29.0925,$29.355,$28.8025
1447286400,$28.93,129845400,$29.065,$29.205,$28.9125
1447372800,$28.085,182221200,$28.80,$28.8925,$28.0675
1447632000,$28.5437,151918280,$27.845,$28.56,$27.75
1447718400,$28.4225,110336080,$28.73,$28.7625,$28.33
1447804800,$29.3225,186238920,$28.94,$29.3725,$28.875
1447891200,$29.695,172935800,$29.41,$29.9375,$29.19
1447977600,$29.825,136540920,$29.80,$29.98,$29.7125
1448236800,$29.4375,129782720,$29.8175,$29.9325,$29.335
1448323200,$29.72,170991800,$29.3325,$29.8375,$29.28
1448409600,$29.5075,85367840,$29.8025,$29.8075,$29.48
1448582400,$29.4525,52185800,$29.5725,$29.6025,$29.40
1448841600,$29.575,152252520,$29.4975,$29.8525,$29.4375
1448928000,$29.335,139225000,$29.6875,$29.7025,$29.215
1449014400,$29.07,133267960,$29.2625,$29.5275,$29.02
1449100800,$28.80,166045520,$29.1375,$29.1975,$28.555
1449187200,$29.7575,230871480,$28.8225,$29.8125,$28.7775
1449446400,$29.57,128252400,$29.745,$29.965,$29.4525
1449532800,$29.5575,137101680,$29.38,$29.65,$29.215
1449619200,$28.905,185207720,$29.41,$29.4225,$28.77
1449705600,$29.0425,116634560,$29.01,$29.235,$28.8775
1449792000,$28.295,187240080,$28.7975,$28.8475,$28.2128
1450051200,$28.12,258712880,$28.045,$28.17,$27.4475
1450137600,$27.6225,212674320,$27.985,$28.20,$27.5875
1450224000,$27.835,224629480,$27.7675,$27.9975,$27.20
1450310400,$27.245,178619320,$28.005,$28.0625,$27.245
1450396800,$26.5075,384788760,$27.2275,$27.38,$26.4525
1450656000,$26.8325,190028920,$26.82,$26.8425,$26.3925
1450742400,$26.8075,130913840,$26.85,$26.93,$26.6127
1450828800,$27.1525,130472560,$26.8175,$27.2125,$26.80
1450915200,$27.0075,54386720,$27.25,$27.25,$26.9875
1451260800,$26.705,106559720,$26.8975,$26.9225,$26.5452
1451347200,$27.185,123649040,$26.74,$27.3575,$26.715
1451433600,$26.83,100736360,$27.145,$27.175,$26.795
1451520000,$26.315,163541920,$26.7525,$26.7575,$26.205
1451865600,$26.3375,270276360,$25.6525,$26.342,$25.50
1451952000,$25.6775,222332560,$26.4375,$26.4625,$25.6025
1452038400,$25.175,273537080,$25.14,$25.5925,$24.9675
1452124800,$24.1125,322969840,$24.67,$25.0325,$24.1075
1452211200,$24.24,282888000,$24.6375,$24.7775,$24.19
1452470400,$24.6325,198751480,$24.7425,$24.765,$24.335
1452556800,$24.99,196184600,$25.1375,$25.1725,$24.71
1452643200,$24.3475,249143080,$25.08,$25.2975,$24.325
1452729600,$24.88,252000560,$24.49,$25.12,$23.935
1452816000,$24.2825,317424040,$24.05,$24.4275,$23.84
1453161600,$24.165,211843240,$24.6025,$24.6625,$23.875
1453248000,$24.1975,289097200,$23.775,$24.5474,$23.355
1453334400,$24.075,208396800,$24.265,$24.47,$23.735
1453420800,$25.355,262594640,$24.6575,$25.365,$24.5925
1453680000,$24.86,206119920,$25.38,$25.3825,$24.8025
1453766400,$24.9975,287749240,$24.9825,$25.22,$24.5175
1453852800,$23.355,532236000,$24.01,$24.1572,$23.335
1453939200,$23.5225,222489480,$23.4475,$23.63,$23.0975
1454025600,$24.335,257329760,$23.6975,$24.335,$23.5875
1454284800,$24.1075,163257440,$24.1175,$24.1775,$23.85
1454371200,$23.62,148762000,$23.855,$24.01,$23.57
1454457600,$24.0875,183480520,$23.75,$24.21,$23.52
1454544000,$24.15,185672920,$23.965,$24.3325,$23.7975
1454630400,$23.505,185262480,$24.13,$24.23,$23.4225
1454889600,$23.7525,215682200,$23.2825,$23.925,$23.26
1454976000,$23.7475,177130240,$23.5725,$23.985,$23.4825
1455062400,$23.5675,169155160,$23.98,$24.0875,$23.525
1455148800,$23.425,199918800,$23.4475,$23.68,$23.1475
1455235200,$23.4975,161292080,$23.5475,$23.625,$23.2525
1455580800,$24.16,192130400,$23.755,$24.2125,$23.6525
1455667200,$24.53,179247200,$24.1675,$24.5525,$24.0375
1455753600,$24.065,155464400,$24.71,$24.7225,$24.0227
1455840000,$24.01,141162280,$24.00,$24.19,$23.95
1456099200,$24.22,136961880,$24.0775,$24.225,$23.98
1456185600,$23.6725,127404720,$24.10,$24.125,$23.6375
1456272000,$24.025,144768600,$23.495,$24.095,$23.33
1456358400,$24.19,110104160,$24.0125,$24.19,$23.8125
1456444800,$24.2275,115799040,$24.30,$24.5059,$24.145
1456704000,$24.1725,140525840,$24.215,$24.5575,$24.1625
1456790400,$25.1325,201214000,$24.4125,$25.1925,$24.355
1456876800,$25.1875,132544520,$25.1275,$25.2225,$24.91
1456963200,$25.375,147537960,$25.145,$25.4275,$25.1125
1457049600,$25.7525,184106400,$25.5925,$25.9375,$25.3425
1457308800,$25.4675,143562960,$25.5975,$25.7075,$25.24
1457395200,$25.2575,126154840,$25.195,$25.44,$25.10
1457481600,$25.28,108594120,$25.3275,$25.395,$25.0675
1457568000,$25.2925,133962520,$25.3525,$25.56,$25.0375
1457654400,$25.565,109475360,$25.56,$25.57,$25.375
1457913600,$25.63,100233120,$25.4775,$25.7275,$25.445
1458000000,$26.145,160105000,$25.99,$26.295,$25.9625
1458086400,$26.4925,152946920,$26.1525,$26.5775,$26.1475
1458172800,$26.45,137579320,$26.38,$26.6175,$26.24
1458259200,$26.48,174428480,$26.585,$26.625,$26.2975
1458518400,$26.4775,141816920,$26.4825,$26.9125,$26.285
1458604800,$26.68,129381720,$26.3125,$26.8225,$26.3025
1458691200,$26.5325,102745400,$26.62,$26.7675,$26.475
1458777600,$26.4175,102273400,$26.3675,$26.5625,$26.2225
1459123200,$26.2975,77417760,$26.50,$26.5475,$26.265
1459209600,$26.92,124619640,$26.2225,$26.9475,$26.22
1459296000,$27.39,182190360,$27.1625,$27.605,$27.15
1459382400,$27.2475,103055360,$27.43,$27.475,$27.22
1459468800,$27.4975,103281840,$27.195,$27.50,$27.05
1459728000,$27.78,149291720,$27.605,$28.0475,$27.5675
1459814400,$27.4525,106241680,$27.3775,$27.6825,$27.355
1459900800,$27.74,104715360,$27.5575,$27.745,$27.30
1459987200,$27.135,126943240,$27.4875,$27.605,$27.0302
1460073600,$27.165,94215160,$27.2275,$27.4425,$27.0425
1460332800,$27.255,117431760,$27.2425,$27.6525,$27.2075
1460419200,$27.61,108602280,$27.335,$27.625,$27.165
1460505600,$28.01,131087040,$27.70,$28.085,$27.70
1460592000,$28.025,101459680,$27.905,$28.0975,$27.8325
1460678400,$27.4625,187494680,$28.0275,$28.075,$27.4325
1460937600,$26.87,243139680,$27.2225,$27.2375,$26.735
1461024000,$26.7275,129362480,$26.97,$27.00,$26.5575
1461110400,$26.7825,122307920,$26.66,$27.0225,$26.515
1461196800,$26.4925,125667640,$26.7325,$26.7325,$26.38
1461283200,$26.42,134623240,$26.2525,$26.62,$26.155
1461542400,$26.27,111991960,$26.25,$26.4125,$26.1275
1461628800,$26.0875,211919120,$25.9775,$26.325,$25.9775
1461715200,$24.455,457745200,$24.00,$24.6775,$23.92
1461801600,$23.7075,328428480,$24.4025,$24.47,$23.5625
1461888000,$23.435,273555360,$23.4975,$23.68,$23.1275
1462147200,$23.41,191377960,$23.4913,$23.52,$23.10
1462233600,$23.795,227080320,$23.55,$23.935,$23.42
1462320000,$23.5475,163936640,$23.80,$23.975,$23.455
1462406400,$23.31,143400880,$23.50,$23.5175,$23.17
1462492800,$23.18,174660640,$23.3425,$23.3625,$22.9625
1462752000,$23.1975,131582600,$23.25,$23.4425,$23.1475
1462838400,$23.355,134612080,$23.3325,$23.3925,$23.0275
1462924800,$23.1275,114564720,$23.37,$23.3925,$23.115
1463011200,$22.585,304733840,$23.18,$23.195,$22.3675
1463097600,$22.63,176892160,$22.50,$22.9175,$22.50
1463356800,$23.47,244769360,$23.0975,$23.5975,$22.9125
1463443200,$23.3725,187435640,$23.6375,$23.675,$23.2525
1463529600,$23.64,168039320,$23.54,$23.8025,$23.4725
1463616000,$23.55,121671520,$23.66,$23.66,$23.3925
1463702400,$23.805,127336080,$23.66,$23.8575,$23.63
1463961600,$24.1075,151908080,$23.9675,$24.2975,$23.9175
1464048000,$24.475,140297520,$24.305,$24.5225,$24.21
1464134400,$24.905,153033200,$24.6675,$24.935,$24.5275
1464220800,$25.1025,225173960,$24.92,$25.1825,$24.66
1464307200,$25.0875,145197840,$24.86,$25.1175,$24.8113
1464652800,$24.965,169072160,$24.90,$25.10,$24.705
1464739200,$24.615,116556400,$24.755,$24.885,$24.5825
1464825600,$24.43,160680800,$24.40,$24.46,$24.1575
1464912000,$24.48,113950280,$24.4475,$24.5675,$24.3625
1465171200,$24.6575,93060800,$24.4975,$25.4725,$24.3875
1465257600,$24.7575,89513520,$24.8125,$24.9675,$24.74
1465344000,$24.735,83359800,$24.755,$24.89,$24.67
1465430400,$24.9125,106302280,$24.625,$24.9975,$24.615
1465516800,$24.7075,126688880,$24.6325,$24.8364,$24.62
1465776000,$24.335,150833440,$24.6725,$24.78,$24.275
1465862400,$24.365,127562960,$24.33,$24.6187,$24.1875
1465948800,$24.285,117492200,$24.455,$24.6025,$24.2575
1466035200,$24.3875,125007480,$24.1125,$24.4375,$24.0175
1466121600,$23.8325,243173040,$24.155,$24.1625,$23.825
1466380800,$23.775,137423880,$24.00,$24.1425,$23.7575
1466467200,$23.9775,141628200,$23.735,$24.0875,$23.669
1466553600,$23.8875,116496560,$24.0625,$24.2225,$23.8375
1466640000,$24.025,128169160,$23.985,$24.0725,$23.8125
1466726400,$23.35,300878840,$23.2275,$23.6638,$23.1625
1466985600,$23.01,182382720,$23.25,$23.2625,$22.875
1467072000,$23.3975,161551840,$23.225,$23.415,$23.035
1467158400,$23.60,146021680,$23.4925,$23.6375,$23.4075
1467244800,$23.90,143133280,$23.61,$23.9425,$23.575
1467331200,$23.9725,103928320,$23.8725,$24.1163,$23.8325
1467676800,$23.7475,110215000,$23.8475,$23.85,$23.615
1467763200,$23.8825,123510160,$23.65,$23.915,$23.5925
1467849600,$23.985,97843400,$23.925,$24.125,$23.905
1467936000,$24.17,115510000,$24.1225,$24.2225,$24.0125
1468195200,$24.245,93271960,$24.1875,$24.4125,$24.1825
1468281600,$24.355,96518120,$24.2925,$24.425,$24.28
1468368000,$24.2175,103518720,$24.3525,$24.4175,$24.21
1468454400,$24.6975,155543920,$24.3475,$24.7475,$24.33
1468540800,$24.695,120125640,$24.73,$24.825,$24.625
1468800000,$24.9575,145858120,$24.675,$25.0325,$24.65
1468886400,$24.9675,95065440,$24.89,$25.00,$24.835
1468972800,$24.99,104876440,$25.00,$25.115,$24.9338
1469059200,$24.8575,130760320,$24.9575,$25.25,$24.7825
1469145600,$24.665,112872960,$24.815,$24.825,$24.5775
1469404800,$24.335,161162320,$24.5625,$24.71,$24.23
1469491200,$24.1675,213818480,$24.205,$24.4925,$24.105
1469577600,$25.7375,368575680,$26.0663,$26.0875,$25.6875
1469664000,$26.085,155087360,$25.7075,$26.1125,$25.705
1469750400,$26.0525,110791880,$26.0475,$26.1375,$25.92
1470009600,$26.5125,152075640,$26.1025,$26.5375,$26.1025
1470096000,$26.12,135080880,$26.5125,$26.5175,$26.00
1470182400,$26.4475,120593440,$26.2025,$26.46,$26.1925
1470268800,$26.4675,107126920,$26.395,$26.50,$26.32
1470355200,$26.87,158186440,$26.5675,$26.9125,$26.545
1470614400,$27.0925,112041720,$26.88,$27.0925,$26.79
1470700800,$27.2025,105185040,$27.0575,$27.235,$27.0025
1470787200,$27.00,95359520,$27.1775,$27.225,$26.94
1470873600,$26.9825,109840280,$27.13,$27.2325,$26.9625
1470960000,$27.045,74594800,$26.945,$27.11,$26.945
1471219200,$27.37,102817320,$27.035,$27.385,$27.02
1471305600,$27.345,135018720,$27.4075,$27.5575,$27.3025
1471392000,$27.305,101314720,$27.275,$27.3425,$27.085
1471478400,$27.27,87673360,$27.3075,$27.40,$27.255
1471564800,$27.34,100435560,$27.1925,$27.4225,$27.09
1471824000,$27.1275,103137680,$27.215,$27.275,$26.9625
1471910400,$27.2125,84947400,$27.1475,$27.33,$27.1325
1471996800,$27.0075,94424960,$27.1412,$27.1875,$26.92
1472083200,$26.8925,100006920,$26.8475,$26.97,$26.67
1472169600,$26.735,110977200,$26.8525,$26.9875,$26.5775
1472428800,$26.705,99600520,$26.655,$26.86,$26.5725
1472515200,$26.50,99271760,$26.45,$26.625,$26.375
1472601600,$26.525,126556040,$26.415,$26.6425,$26.41
1472688000,$26.6825,106701000,$26.535,$26.70,$26.405
1472774400,$26.9325,105575080,$26.925,$27.00,$26.705
1473120000,$26.925,106580520,$26.975,$27.075,$26.8775
1473206400,$27.09,169001920,$26.9575,$27.19,$26.7675
1473292800,$26.38,211821240,$26.8125,$26.8175,$26.31
1473379200,$25.7825,185846440,$26.16,$26.43,$25.7825
1473638400,$26.36,180458360,$25.6625,$26.43,$25.6325
1473724800,$26.9875,248320640,$26.8775,$27.1975,$26.81
1473811200,$27.9425,444747600,$27.1825,$28.2575,$27.15
1473897600,$28.8925,361592680,$28.465,$28.9325,$28.3725
1473984000,$28.73,319055560,$28.78,$29.0325,$28.51
1474243200,$28.395,187748760,$28.7975,$29.045,$28.3125
1474329600,$28.3925,137976600,$28.2625,$28.53,$28.1275
1474416000,$28.3875,143807600,$28.4625,$28.4973,$28.1103
1474502400,$28.655,124192680,$28.5875,$28.735,$28.50
1474588800,$28.1775,209644280,$28.605,$28.6975,$27.8875
1474848000,$28.22,119200960,$27.91,$28.3475,$27.8875
1474934400,$28.2725,98349960,$28.25,$28.295,$28.085
1475020800,$28.4875,118433560,$28.4225,$28.66,$28.3575
1475107200,$28.045,143400040,$28.29,$28.45,$27.95
1475193600,$28.2625,145362680,$28.115,$28.3425,$27.95
1475452800,$28.13,86538080,$28.1775,$28.2625,$28.07
1475539200,$28.25,118829080,$28.265,$28.5775,$28.1575
1475625600,$28.2625,85601640,$28.35,$28.415,$28.1725
1475712000,$28.4725,114034840,$28.425,$28.585,$28.2825
1475798400,$28.515,97345760,$28.5775,$28.64,$28.3775
1476057600,$29.0125,144351640,$28.755,$29.1875,$28.68
1476144000,$29.075,255852040,$29.425,$29.6725,$29.05
1476230400,$29.335,150051720,$29.3375,$29.495,$29.1875
1476316800,$29.245,140167280,$29.1975,$29.36,$28.93
1476403200,$29.4075,142504080,$29.47,$29.5425,$29.2825
1476662400,$29.3875,94335240,$29.3325,$29.46,$29.195
1476748800,$29.3675,97232840,$29.545,$29.5525,$29.3625
1476835200,$29.28,79908640,$29.3125,$29.44,$28.45
1476921600,$29.265,96400600,$29.215,$29.345,$29.0825
1477008000,$29.15,90110760,$29.2025,$29.2275,$29.07
1477267200,$29.4125,93970600,$29.275,$29.435,$29.25
1477353600,$29.5625,187282400,$29.4875,$29.59,$29.3275
1477440000,$28.8975,264114560,$28.5775,$28.925,$28.3275
1477526400,$28.62,125584520,$28.8475,$28.965,$28.525
1477612800,$28.43,147168400,$28.4675,$28.8025,$28.3625
1477872000,$28.385,105515640,$28.4125,$28.5575,$28.30
1477958400,$27.8725,173615040,$28.365,$28.4425,$27.6325
1478044800,$27.8975,112699920,$27.85,$28.0875,$27.8075
1478131200,$27.4575,106154800,$27.745,$27.865,$27.3875
1478217600,$27.21,123163720,$27.1325,$27.5625,$27.0275
1478476800,$27.6025,129447720,$27.52,$27.6275,$27.365
1478563200,$27.765,96518520,$27.5775,$27.93,$27.425
1478649600,$27.72,236474960,$27.47,$27.83,$27.0125
1478736000,$26.9475,228390960,$27.7725,$27.7725,$26.4575
1478822400,$27.1075,136468120,$26.78,$27.2175,$26.6375
1479081600,$26.4275,203605520,$26.9275,$26.9522,$26.02
1479168000,$26.7775,128922360,$26.6425,$26.92,$26.5398
1479254400,$27.4975,234896320,$26.675,$27.5575,$26.65
1479340800,$27.4875,110492600,$27.4525,$27.5875,$27.2075
1479427200,$27.515,113243360,$27.43,$27.635,$27.415
1479686400,$27.9325,116656760,$27.53,$27.9975,$27.5025
1479772800,$27.95,103726840,$27.9875,$28.105,$27.85
1479859200,$27.8075,109682200,$27.84,$27.8775,$27.5825
1480032000,$27.9475,45903680,$27.7825,$27.9675,$27.7375
1480291200,$27.8925,108217280,$27.8575,$28.1163,$27.8475
1480377600,$27.865,114031120,$27.695,$28.0075,$27.5175
1480464000,$27.63,144605800,$27.90,$28.05,$27.5675
1480550400,$27.3725,148138080,$27.5912,$27.735,$27.2575
1480636800,$27.475,105925280,$27.2925,$27.5225,$27.2125
1480896000,$27.2775,136455520,$27.50,$27.5075,$27.0625
1480982400,$27.4875,104642240,$27.375,$27.59,$27.2975
1481068800,$27.7575,119904120,$27.315,$27.7975,$27.29
1481155200,$28.03,108199320,$27.715,$28.1075,$27.65
1481241600,$28.4875,137297400,$28.0775,$28.675,$28.0775
1481500800,$28.325,104706760,$28.3225,$28.75,$28.1225
1481587200,$28.7975,173173400,$28.46,$28.98,$28.4375
1481673600,$28.7975,135849480,$28.76,$29.05,$28.745
1481760000,$28.955,185144600,$28.845,$29.1825,$28.8075
1481846400,$28.9925,177138640,$29.1175,$29.125,$28.9112
1482105600,$29.16,111027040,$28.95,$29.345,$28.9375
1482192000,$29.2375,85349240,$29.185,$29.375,$29.17
1482278400,$29.265,94897720,$29.20,$29.35,$29.195
1482364800,$29.0725,104175280,$29.0875,$29.1275,$28.91
1482451200,$29.13,56976200,$28.8975,$29.13,$28.8975
1482796800,$29.315,72527880,$29.13,$29.45,$29.1225
1482883200,$29.19,82746040,$29.38,$29.5041,$29.05
1482969600,$29.1825,59918720,$29.1125,$29.2774,$29.10
1483056000,$28.955,122223600,$29.1625,$29.30,$28.8575
